MUNIC_RES	DIAG_PRINC	QTD
261070	B451	1
261070	B460	93
261070	B551	2
261070	B573	4
261070	B658	1
261070	B92	1
261080	A300	3
261080	A90	11
261080	A91	4
261080	B460	1
261090	A90	54
261090	A91	4
261090	B368	1
261090	B440	1
261090	B460	5
261090	B550	2
261090	B573	1
261100	A300	1
261100	A302	1
261100	A820	1
261100	A90	3
261100	B460	2
261100	B658	1
261110	A308	2
261110	A309	1
261110	A90	49
261110	A91	8
261110	B550	8
261110	B551	1
261110	B559	8
261110	B690	1
261110	B92	1
261120	A90	1
261120	A91	1
261120	B460	1
261130	A300	1
261130	A309	1
261130	A90	21
261130	A91	1
261130	B460	7
261140	A279	5
261140	A300	1
261140	A309	1
261140	B459	1
261140	B460	5
261140	B651	1
261150	A90	4
261150	B400	7
261150	B401	3
261150	B440	4
261150	B550	3
261153	A300	2
261153	A90	31
261153	A91	6
261153	B460	1
261160	A278	7
261160	A279	45
261160	A300	71
261160	A305	12
261160	A308	4
261160	A309	27
261160	A820	28
261160	A90	945
261160	A91	424
261160	B368	1
261160	B441	1
261160	B459	4
261160	B460	1082
261160	B550	1
261160	B551	19
261160	B573	22
261160	B650	2
261160	B651	4
261160	B658	4
261160	B680	2
261160	B770	1
261160	B820	2
261160	B830	23
261160	B838	1
261160	B92	6
261170	A90	1
261170	B460	1
261170	B551	1
261180	A279	1
261180	A90	35
261180	A91	1
261180	B460	8
261180	B551	1
261180	B658	1
261190	A90	2
261190	B368	1
261190	B460	11
261200	B460	5
261210	B460	1
261210	B658	1
261220	A309	1
261220	A820	1
261220	A90	144
261220	A91	4
261220	B460	5
261220	B550	5
261220	B551	2
261230	A90	2
261230	B460	1
261240	A90	2
261240	B550	1
261245	A90	10
261245	A91	1
261245	B460	1
261247	A90	67
261247	B571	1
261250	A820	1
261250	A90	18
261250	A91	5
261250	B459	2
261250	B460	5
261250	B551	3
261255	A90	1
261260	B460	1
261260	B550	3
261260	B559	4
261270	A300	1
261270	A820	1
261270	A90	1
261270	B460	3
261280	A300	1
261280	A90	7
261290	A300	1
261290	A90	1
261290	A91	1
261290	B460	4
261300	A90	5
261300	A91	2
261300	B460	6
261310	A279	2
261310	A300	1
261310	A90	11
261310	B460	1
261320	A90	1
261320	A91	1
261330	A90	3
261330	A91	2
261330	B551	1
261340	A90	2
261340	B460	3
261340	B550	1
261340	B551	1
261350	A90	94
261350	A91	1
261350	B551	1
261360	A300	1
261360	A309	1
261360	A90	3
261360	A91	1
261370	A300	4
261370	A309	1
261370	A90	28
261370	A91	11
261370	B460	86
261370	B830	2
261380	A300	1
261380	A90	2
261380	B460	5
261380	B830	1
261390	A300	1
261390	A90	273
261390	A91	5
261390	B368	1
261390	B460	5
261390	B488	1
261390	B49	1
261390	B551	2
261390	B92	1
261400	A90	16
261400	B550	1
261410	A300	1
261410	A90	7
261410	B460	3
261410	B551	1
261420	A300	5
261420	A90	1
261420	B402	1
261420	B460	17
261430	A90	1
261430	A91	5
261430	B49	2
261440	A90	5
261440	B460	1
261450	A90	85
261450	A91	4
261450	B460	23
261450	B551	1
261450	B658	1
261450	B830	1
261460	A300	6
261460	A301	1
261460	A308	1
261460	A90	72
261460	A91	7
261460	B460	2
261470	A90	8
261470	A91	1
261480	A90	1
261480	A91	4
261480	B459	1
261480	B460	1
261485	A300	3
261485	A309	1
261485	A90	1
261485	A91	1
261485	B402	1
261485	B460	5
261485	B551	3
261500	A90	22
261500	B460	2
261500	B573	1
261510	B659	1
261520	A90	7
261520	B551	1
261530	A279	1
261530	A300	3
261530	A90	1
261530	A91	4
261530	B460	29
261530	B551	3
261530	B573	1
261530	B651	1
261530	B658	5
261540	A279	1
261540	A300	1
261540	A90	10
261540	B381	1
261540	B551	1
261550	A90	7
261550	B460	3
261550	B551	1
261560	A90	9
261560	A91	1
261560	B460	6
261560	B573	1
261570	A90	38
261570	A91	1
261570	B369	3
261570	B460	1
261580	A300	1
261590	A300	2
261590	A90	16
261600	A90	35
261600	A91	4
261610	A90	3
261610	A91	1
261610	B460	1
261618	A90	2
261618	B460	1
261620	A300	1
261620	A90	2
261620	A91	1
261620	B460	1
261620	B551	1
261630	A90	4
261630	A91	5
261630	B460	3
261630	B572	1
261630	B573	1
261630	B658	2
261630	B659	1
261640	A279	7
261640	A300	6
261640	A305	2
261640	A308	1
261640	A309	3
261640	A90	102
261640	A91	2
261640	B441	1
261640	B460	63
261640	B573	1
261640	B658	3
261640	B839	1
261650	A90	1
261650	A91	1
261650	B460	1
270135	A90	1
270210	B460	1
270390	A90	1
270430	A90	1
290600	B451	1
290770	B368	1
290990	A90	1
290990	B368	1
291770	A90	1
291840	B550	1
291880	A820	1
292580	A91	1
293200	A90	1
355030	B551	1
150276	B410	1
150293	B419	1
150360	A90	2
150420	B419	3
150506	B408	1
150550	B419	1
150553	B419	1
150565	B419	1
150616	B419	1
150618	B419	1
150745	B408	1
150795	B550	1
150808	B403	1
150815	B551	1
170220	B550	2
170255	B550	1
170290	B550	1
170320	B419	1
210005	A90	1
210005	B419	2
210010	B551	2
210043	B550	2
210060	B550	1
210090	A90	3
210120	B419	1
210120	B550	1
210120	B551	1
210140	B550	1
210140	B551	1
210150	A90	9
210150	A91	1
210150	B550	1
210160	B419	1
210160	B451	1
210160	B550	3
210160	B551	1
210180	A90	2
210207	B550	1
210232	B419	1
210270	A90	1
210300	A90	4
210300	A91	1
210300	B550	13
210300	B551	3
210325	B551	1
210330	B421	1
210330	B550	23
210330	B551	1
210350	B550	4
210355	B408	1
210360	A90	1
210380	B550	1
210380	B551	2
210440	B550	1
210450	B550	1
210460	B550	1
210467	B550	1
210480	A309	1
210520	B550	1
210545	B551	1
210560	A279	1
210570	A90	1
210592	B550	1
210600	A90	1
210630	A90	1
210635	B550	1
210640	B550	1
210660	B550	7
210730	A90	1
210770	A90	3
210770	B550	1
210780	B550	2
210790	A90	1
210800	A90	1
210820	A90	1
210820	B419	1
210820	B550	1
210845	B550	2
210870	B419	1
210910	B419	1
210975	B419	1
210990	B408	1
211003	B550	1
211023	A90	1
211090	A90	1
211110	A90	3
211110	B550	2
211140	B550	1
211150	B550	1
211160	B551	1
211174	B550	1
211220	A90	14
211220	B550	13
211220	B551	2
211230	A90	1
211240	B551	1
211250	A90	2
211290	B419	1
220005	A90	5
220010	A90	1
220020	A90	2
220020	B419	1
220020	B550	5
220025	A90	1
220027	A90	4
220027	B550	1
220030	B551	2
220040	A90	34
220040	B419	1
220040	B550	1
220040	B551	1
220045	A300	1
220050	A90	77
220050	B550	4
220050	B559	1
220060	A90	2
220060	B451	2
220060	B839	1
220070	A90	3
220080	A90	3
220090	A90	23
220100	A90	32
220105	B550	1
220110	A90	2
220115	B419	1
220117	A90	1
220120	A90	1
220120	B550	2
220140	A90	1
220140	A91	1
220140	B575	1
220150	A90	46
220150	B550	2
220157	A90	1
220160	A90	4
220170	A90	1
220170	B550	1
220173	A308	1
220173	A91	1
220173	B550	2
220177	A90	3
220177	B550	3
220180	A90	11
220190	A300	1
220190	A309	1
220190	A90	31
220190	B350	7
220190	B354	1
220190	B388	2
220190	B409	2
220190	B488	1
220192	A90	16
220200	A90	10
220200	B550	1
220207	A90	8
220207	B550	1
220208	A90	1
220209	A90	4
220209	B550	1
220210	A90	3
220213	A90	4
220217	A90	1
220220	A90	116
220220	A91	1
220220	B550	1
220225	A90	6
220230	A90	17
220230	B550	1
220240	A90	5
220245	B550	1
220250	A90	31
220250	B551	1
220253	A90	1
220255	A90	1
220255	B451	2
220260	A90	1
220260	B451	1
220265	B550	4
220270	A90	13
220270	B550	3
220271	A90	2
220273	A90	3
220275	A309	1
220277	A90	4
220285	A90	6
220290	A90	7
220290	B392	1
220290	B419	1
220290	B550	1
220300	A90	1
220310	B350	3
220310	B450	1
220320	A90	1
220323	B350	1
220323	B354	1
220327	A90	1
220327	B380	1
220330	A309	1
220330	A90	17
220330	B550	1
220335	A90	13
220340	A90	5
220340	B370	1
220340	B550	1
220345	A90	4
220345	A91	1
220345	B550	1
220350	A90	69
220350	B550	4
220360	A90	1
220360	B550	2
220370	A90	5
220370	A91	1
220370	B550	5
220375	A90	6
220380	A90	3
220385	A90	1
220385	B451	1
220390	A309	1
220390	A90	306
220390	A91	7
220390	B550	2
220390	B573	1
220390	B92	3
220400	A90	1
220410	A90	25
220410	B550	1
220420	A90	1
220430	A90	130
220430	B550	1
220435	A90	1
220435	B389	1
220440	A90	1
220450	A90	90
220455	A90	4
220455	B550	1
220470	A90	37
220470	B419	1
220480	A90	16
220480	B389	1
220480	B550	2
220480	B551	2
220500	A90	3
220510	A90	15
220510	B550	1
220510	B92	1
220515	A90	2
220520	A309	1
220520	A90	24
220525	A90	7
220527	A90	3
220527	B550	1
220530	A90	7
220535	B408	2
220540	A90	4
220540	B550	2
220550	A309	1
220550	A90	13
220550	B359	8
220550	B419	1
220550	B550	3
220551	A90	1
220552	B550	1
220552	B559	1
220553	A90	6
220555	A90	1
220555	B550	1
220557	A90	1
220558	A90	3
220558	B550	1
220559	A90	5
220560	A90	4
220560	B460	5
220570	A90	13
220570	B699	1
220580	B550	1
220585	A90	1
220590	A90	2
220600	A90	9
220600	A91	1
220600	B460	3
220605	A90	4
220610	A309	1
220610	A90	3
220610	B550	1
220620	A90	7
220620	B350	6
220620	B550	9
220620	B551	2
220635	A90	1
220640	A90	1
220650	A90	14
220650	B370	1
220660	A300	1
220660	A90	1
220667	A90	1
220669	A90	1
220670	A309	1
220670	A90	6
220672	B550	1
220675	A90	3
220680	A90	4
220680	B550	1
220690	A90	8
220695	B550	1
220700	A90	86
220700	A91	1
220700	B550	1
220730	B408	1
220740	A90	1
220740	B350	1
220740	B374	1
220750	A90	2
220750	B419	1
220750	B550	2
220755	A90	9
220760	A90	2
220760	B550	1
220770	A90	15
220770	A91	1
220770	B550	5
220770	B559	1
220770	B92	370
220777	A90	4
220777	B370	1
220780	A300	1
220780	A309	2
220780	A90	29
220780	A91	3
220780	B550	2
220785	A90	4
220790	A90	13
220790	B550	1
220790	B551	1
220793	A90	1
220795	A90	1
220795	B550	1
220800	A90	84
220800	B370	2
220800	B389	4
220800	B550	2
220800	B551	3
220810	A90	1
220810	B551	1
220820	A90	7
220820	B368	1
220830	A309	1
220830	B92	1
220840	A90	3
220840	B402	1
220840	B550	5
220850	A90	3
220855	A90	4
220870	A300	3
220870	A90	2
220870	B350	1
220880	A90	182
220885	A90	1
220887	A309	1
220890	A90	34
220900	A90	6
220910	A90	5
220930	A300	4
220930	A90	1
220930	B350	1
220930	B389	1
220930	B92	1
220935	A90	5
220937	A90	1
220940	A90	2
220950	A90	3
220955	A90	8
220960	A90	66
220960	B451	2
220965	A90	1
220970	A90	45
220970	B380	1
220970	B550	1
220980	A90	1
220985	A90	6
220987	B550	2
220990	B550	1
220995	A90	7
221000	A90	2
221000	B451	2
221010	A90	24
221020	A90	1
221030	A90	10
221035	A90	19
221035	B550	1
221039	A90	1
221040	A300	1
221040	A90	5
221040	B451	1
221040	B460	9
221050	A90	22
221050	B550	3
221060	A90	166
221060	A91	1
221060	B550	2
221063	A90	11
221065	A90	5
221070	A90	65
221093	A90	5
221093	B550	1
221097	A90	2
221100	A300	3
221100	A309	10
221100	A90	496
221100	A91	12
221100	B369	1
221100	B399	2
221100	B402	2
221100	B403	1
221100	B408	4
221100	B419	7
221100	B451	6
221100	B479	2
221100	B550	48
221100	B551	21
221100	B92	2
221110	A309	1
221110	A90	38
221110	B550	1
221120	A90	88
221130	A90	109
221130	B550	8
221135	A90	7
221160	A90	3
221170	A90	1
230270	A90	1
230470	B559	1
353440	A90	1
310280	A90	1
315860	B371	1
330010	A279	6
330010	A309	1
330010	A90	18
330010	A91	5
330010	B571	1
330010	B779	1
330010	B810	1
330015	A90	14
330020	A90	14
330020	A91	3
330020	B432	1
330020	B441	1
330020	B770	3
330022	A90	3
330022	B371	6
330023	A90	1
330023	A91	1
330025	A90	11
330025	A91	5
330030	A90	20
330030	A91	2
330030	B350	1
330030	B369	1
330030	B370	1
330030	B410	1
330030	B417	1
330030	B418	1
330030	B573	2
330040	A279	9
330040	A302	1
330040	A308	1
330040	A90	15
330040	B379	1
330040	B839	2
330045	A279	7
330045	A302	1
330045	A305	1
330045	A308	1
330045	A309	3
330045	A90	211
330045	A91	11
330045	B370	94
330045	B390	1
330045	B410	1
330045	B572	4
330045	B575	1
330045	B779	1
330050	B400	1
330060	A90	24
330060	A91	1
330070	A304	1
330070	A309	2
330070	A90	47
330070	A91	22
330070	B358	1
330070	B371	1
330070	B390	1
330070	B488	2
330070	B49	1
330080	A90	72
330090	A90	44
330093	A91	1
330095	B371	11
330100	A270	1
330100	A300	1
330100	A309	3
330100	A90	546
330100	A91	121
330100	B370	2
330100	B371	193
330100	B551	3
330100	B573	2
330100	B770	4
330100	B779	7
330100	B829	1
330110	A90	13
330115	A90	1
330115	B488	1
330130	A90	54
330130	A91	4
330130	B350	3
330150	A279	1
330150	A90	5
330170	A270	1
330170	A278	2
330170	A279	13
330170	A300	1
330170	A302	1
330170	A305	1
330170	A309	5
330170	A90	139
330170	A91	17
330170	B369	1
330170	B370	2
330170	B378	2
330170	B380	1
330170	B419	1
330170	B429	1
330170	B572	3
330170	B651	1
330170	B770	4
330170	B779	4
330170	B818	1
330170	B839	1
330180	A279	1
330180	A90	3
330180	B417	1
330185	A279	1
330185	A90	15
330185	B358	1
330187	A90	2
330187	A91	1
330190	A279	4
330190	A90	124
330190	A91	11
330190	B572	3
330200	A279	1
330200	A90	43
330200	A91	12
330200	B381	1
330205	A90	7
330205	A91	1
330210	A90	41
330210	A91	1
330220	A279	15
330220	A300	1
330220	A90	54
330220	A91	4
330220	B354	1
330220	B407	1
330220	B559	1
330225	A90	2
330225	B419	1
330227	A90	4
330227	B370	6
330227	B382	7
330230	A279	1
330230	A90	1
330230	B382	1
330240	A279	1
330240	A303	1
330240	A308	1
330240	A90	219
330240	A91	67
330240	B378	1
330240	B379	3
330240	B380	1
330240	B419	1
330240	B427	1
330240	B430	1
330240	B431	1
330240	B450	1
330240	B451	1
330240	B574	1
330240	B770	1
330240	B779	2
330245	A90	2
330250	A279	1
330250	A300	1
330250	A90	68
330250	A91	1
330250	B370	1
330250	B371	26
330250	B451	1
330250	B575	1
330260	A90	19
330260	A91	2
330270	A279	1
330270	A309	1
330270	A90	15
330270	A91	13
330270	B368	1
330270	B369	1
330270	B488	1
330270	B829	1
330280	A90	3
330285	A309	2
330285	A90	9
330285	B370	2
330285	B419	1
330285	B572	2
330290	A90	1
330300	A309	1
330300	A90	7
330300	A91	1
330310	A90	25
330310	B420	1
330310	B92	1
330320	A270	1
330320	A278	1
330320	A301	1
330320	A90	20
330320	A91	2
330320	B572	2
330330	A270	2
330330	A278	1
330330	A279	9
330330	A308	1
330330	A90	99
330330	A91	17
330330	B379	1
330330	B380	2
330330	B829	4
330340	A279	5
330340	A309	1
330340	A90	3
330340	B551	1
330350	A279	13
330350	A300	1
330350	A302	1
330350	A305	1
330350	A308	1
330350	A90	170
330350	A91	8
330350	B370	56
330350	B382	1
330350	B409	2
330350	B419	1
330350	B552	1
330350	B572	3
330350	B573	1
330350	B651	1
330350	B779	1
330360	A300	4
330360	A309	2
330360	A90	14
330360	B350	2
330360	B352	1
330360	B381	2
330360	B382	1
330360	B49	2
330360	B573	1
330370	A279	1
330370	A90	3
330370	B371	17
330380	A279	2
330380	A309	1
330380	A90	61
330380	A91	4
330385	B417	2
330385	B419	1
330390	A278	3
330390	A279	6
330390	A300	1
330390	A303	1
330390	A90	6
330390	A91	1
330390	B360	1
330390	B373	1
330390	B410	3
330390	B818	1
330395	A278	1
330395	A279	2
330400	A90	2
330410	A90	62
330410	B373	1
330411	A90	2
330412	A90	1
330414	A270	1
330414	A279	1
330414	A300	1
330414	A90	65
330414	A91	10
330414	B370	61
330414	B377	1
330414	B393	1
330414	B573	1
330415	A90	19
330415	A91	7
330420	A300	1
330420	A90	1
330420	B770	1
330420	B779	1
330430	A90	185
330430	A91	9
330440	A90	1
330452	A90	45
330452	A91	15
330452	B829	1
330452	B839	1
330455	A270	10
330455	A278	8
330455	A279	50
330455	A300	2
330455	A301	4
330455	A302	1
330455	A304	2
330455	A305	12
330455	A308	2
330455	A309	17
330455	A90	239
330455	A91	75
330455	B354	1
330455	B358	1
330455	B359	1
330455	B368	1
330455	B369	1
330455	B370	8
330455	B371	3
330455	B373	1
330455	B378	1
330455	B380	3
330455	B409	2
330455	B410	2
330455	B417	1
330455	B419	2
330455	B421	1
330455	B427	4
330455	B429	1
330455	B441	1
330455	B448	1
330455	B451	1
330455	B550	3
330455	B552	1
330455	B559	1
330455	B572	31
330455	B574	4
330455	B575	2
330455	B651	2
330455	B658	2
330455	B659	3
330455	B690	14
330455	B770	2
330455	B778	2
330455	B779	4
330455	B780	1
330455	B829	1
330455	B92	1
330470	A90	78
330470	A91	10
330470	B460	1
330475	A90	7
330475	B371	3
330480	A90	202
330480	A91	7
330480	B371	1
330490	A270	3
330490	A278	4
330490	A279	19
330490	A300	1
330490	A301	50
330490	A305	1
330490	A309	1
330490	A90	447
330490	A91	89
330490	B371	546
330490	B380	349
330490	B383	2
330490	B431	1
330490	B572	1
330490	B787	1
330500	A90	90
330500	A91	32
330500	B371	8
330510	A279	1
330510	A309	1
330510	A90	44
330510	A91	2
330510	B370	32
330510	B419	1
330510	B427	1
330510	B429	1
330510	B451	1
330510	B457	1
330510	B572	3
330510	B574	1
330510	B770	3
330515	A279	3
330515	A309	4
330515	A90	4
330515	A91	2
330520	A90	4
330520	A91	6
330530	A90	2
330540	B371	1
330550	A309	1
330550	A90	4
330550	A91	1
330550	B359	1
330550	B572	3
330555	A279	1
330555	A90	1
330555	B350	1
330560	A90	15
330560	B419	1
330575	A90	159
330575	A91	7
330580	A90	2
330580	A91	1
330580	B418	1
330580	B427	1
330600	A278	1
330600	A820	1
330600	A90	1
330600	B371	97
330600	B419	1
330600	B92	1
330610	A279	3
330610	A90	65
330610	A91	3
330610	B370	2
330615	B369	1
330620	A278	1
330620	A90	23
330620	A91	5
330620	B378	1
330620	B402	1
330630	A278	2
330630	A279	5
330630	A309	1
330630	A90	33
330630	A91	2
330630	B370	1
330630	B379	1
330630	B402	1
330630	B418	1
330630	B419	1
330630	B690	3
351630	A90	1
431560	B49	1
240010	A90	4
240020	A90	5
240020	A91	1
240020	B550	4
240020	B559	1
240050	A90	106
240050	A91	1
240060	A90	58
240060	A91	1
240060	B550	1
240070	A308	1
240070	A90	1
240080	A279	1
240080	A90	2
240080	B550	2
240090	A279	1
240090	A90	15
240100	A90	2
240100	B559	1
240110	A90	1
240130	A90	4
240130	B371	1
240145	A90	2
240145	B559	1
240170	B550	1
240180	B571	1
240190	B550	1
240200	A90	2
240200	A91	1
240210	A90	8
240210	A91	3
240210	B370	1
240220	A90	1
240230	A90	54
240240	A90	1
240240	A91	1
240250	A90	1
240260	A90	6
240260	A91	1
240260	B550	2
240260	B559	1
240260	B778	1
240280	A90	7
240290	A300	1
240290	A90	4
240290	A91	1
240300	A279	4
240300	A90	3
240300	A91	1
240300	B550	1
240310	A91	1
240320	A279	1
240320	A90	4
240325	A300	1
240325	A308	1
240325	A90	8
240325	A91	11
240325	B370	1
240325	B550	4
240330	A90	1
240330	B550	1
240350	A90	1
240360	A279	1
240360	A90	1
240360	B550	1
240380	A90	1
240380	B559	1
240390	A90	1
240400	A279	6
240400	A90	3
240400	B550	1
240420	A90	1
240430	A90	9
240430	A91	1
240440	A304	1
240440	A309	1
240440	A90	1
240450	A309	1
240450	A90	3
240450	A91	2
240485	A90	1
240490	A90	4
240500	A90	9
240520	A90	2
240530	A90	1
240530	B770	1
240540	A90	1
240560	A90	2
240570	A90	35
240580	A90	22
240580	A91	7
240580	B371	1
240580	B550	2
240590	A90	4
240600	A90	4
240615	A91	1
240640	A90	1
240670	A90	11
240670	B488	1
240680	A90	9
240680	B370	1
240690	A90	1
240700	A90	3
240700	A91	1
240710	A90	4
240710	A91	7
240710	B370	1
240710	B550	1
240710	B659	1
240720	A309	1
240720	A90	1
240725	A90	2
240730	A90	78
240730	B488	1
240740	A279	1
240740	A90	8
240750	B770	1
240750	B829	1
240760	A90	2
240780	A90	1
240800	A270	1
240800	A279	1
240800	A304	3
240800	A309	19
240800	A90	37
240800	A91	2
240800	B550	16
240800	B559	8
240800	B573	1
240800	B690	2
240810	A278	1
240810	A279	2
240810	A300	5
240810	A303	1
240810	A308	4
240810	A309	1
240810	A90	128
240810	A91	133
240810	B368	1
240810	B370	1
240810	B371	2
240810	B377	1
240810	B378	1
240810	B380	1
240810	B451	1
240810	B550	15
240810	B559	2
240810	B573	1
240810	B659	1
240810	B690	1
240810	B770	3
240810	B778	3
240810	B829	3
240810	B839	6
240820	A90	1
240820	B550	1
240820	B770	1
240830	A308	1
240830	A90	2
240830	A91	1
240830	B451	1
240840	A90	3
240850	A90	1
240860	A90	7
240890	A90	26
240890	A91	7
240895	B550	1
240910	A300	1
240930	A90	14
240940	A90	66
240940	B550	2
240940	B559	1
240970	A300	2
240970	B403	1
240980	A90	1
240990	A90	1
241000	A90	1
241010	A90	2
241010	B770	1
241020	A90	4
241030	A90	2
241040	A90	2
241050	A90	2
241060	A90	4
241070	A90	1
241080	B550	1
241100	A278	1
241100	A308	1
241100	B550	1
241105	A309	1
241105	A91	1
241105	B559	1
241120	A90	9
241120	B354	1
241120	B370	11
241120	B550	1
241120	B770	1
241140	A90	44
241142	A90	1
241150	A90	6
241150	A91	3
241150	B550	1
241160	B829	1
241170	B370	4
241200	A279	1
241200	A309	1
241200	A90	18
241200	A91	3
241200	B770	1
241200	B780	1
241220	A90	3
241220	B370	1
241220	B550	1
241220	B778	1
241230	A90	3
241240	A90	1
241250	A90	1
241250	B550	4
241250	B551	2
241250	B552	1
241250	B572	1
241260	A90	3
241280	A90	2
241280	B550	1
241290	A90	1
241300	A90	2
241330	A90	1
241335	A90	1
241340	A90	8
241355	A90	3
241360	A90	4
241370	A90	6
241370	A91	3
241380	A90	3
241400	A90	2
241410	A90	22
241410	B550	1
241420	A90	1
241420	B550	1
241440	A90	2
241440	A91	1
241440	B550	3
241440	B559	1
241440	B770	1
241440	B829	1
241445	A90	1
241450	A90	5
241460	A90	1
241475	B550	1
241475	B551	2
241475	B559	1
241490	A90	1
250230	A90	16
250810	A90	8
251320	A90	6
355030	A91	1
430040	A279	1
430050	B382	1
430050	B92	1
430060	A279	8
430060	B770	2
430060	B778	1
430060	B779	1
430060	B829	2
430130	B487	1
430160	B401	1
430160	B441	1
430165	B451	1
430190	A279	1
430210	A300	8
430210	A820	1
430210	B350	1
430210	B370	1
430210	B573	5
430210	B92	3
430220	A279	2
430220	A90	1
430225	A279	1
430225	B368	1
430230	B550	1
430270	A279	1
430270	B369	1
430300	A279	1
430300	A308	1
430310	A279	3
430310	B690	2
430320	A278	1
430320	B488	1
430350	A279	7
430350	B431	1
430390	A279	3
430390	A300	1
430390	B460	135
430390	B830	1
430420	A279	14
430420	A309	1
430440	A279	1
430440	A90	1
430440	B370	1
430460	A279	4
430460	A300	17
430460	A301	1
430460	A302	1
430460	A303	1
430460	A304	3
430460	A305	1
430460	A308	1
430460	A309	2
430460	A821	1
430460	B370	1
430460	B373	1
430460	B378	1
430460	B382	1
430460	B391	1
430460	B394	1
430460	B457	1
430460	B92	1
430463	A300	1
430463	B402	2
430466	A279	2
430467	A279	2
430470	B441	1
430480	A279	1
430480	B573	1
430485	B382	1
430485	B410	1
430500	A91	1
430510	A278	2
430510	A279	3
430510	A305	1
430510	A91	1
430510	B371	1
430510	B373	1
430510	B417	1
430510	B488	1
430510	B49	1
430510	B779	1
430510	B92	1
430511	A279	1
430513	A270	3
430517	B371	19
430530	A278	1
430535	B379	1
430537	B839	1
430540	A91	1
430544	A278	1
430545	B829	1
430580	A300	1
430580	B380	1
430580	B441	1
430583	A278	1
430587	B371	1
430600	A90	1
430605	A279	2
430607	B369	1
430610	A90	1
430610	A91	1
430640	A278	1
430640	A279	4
430640	A90	1
430642	B369	1
430642	B49	1
430650	A279	1
430660	A309	1
430660	B488	1
430670	A270	1
430676	B410	1
430676	B674	1
430676	B770	1
430697	B479	1
430700	A308	3
430700	A309	1
430700	A90	1
430700	B371	1
430700	B441	1
430700	B479	1
430720	A300	1
430750	A90	1
430760	A270	3
430760	A279	6
430760	B368	1
430760	B451	2
430770	A279	2
430780	A279	6
430781	B369	1
430783	A90	1
430790	A300	1
430790	B573	2
430800	A279	2
430840	A279	2
430845	A279	1
430860	B573	4
430865	B441	1
430880	A279	1
430880	B354	1
430890	B370	1
430900	A90	1
430910	A279	3
430910	B710	1
430910	B770	1
430920	A270	1
430920	A279	10
430920	A90	1
430920	B368	1
430920	B369	1
430920	B383	1
430920	B410	1
430920	B488	1
430920	B779	2
430930	A279	2
430950	A90	1
430955	A279	1
430960	A90	1
430960	B368	1
431000	A90	3
431000	B368	1
431000	B369	2
431000	B488	3
431010	B419	1
431020	A278	1
431020	A279	1
431020	A90	59
431020	A91	59
431020	B371	3
431030	A90	1
431050	A278	1
431060	A90	1
431080	A279	4
431080	A90	2
431080	A91	1
431090	B371	1
431100	A279	1
431120	A279	1
431130	B388	1
431140	A279	2
431150	B49	1
431179	B400	1
431180	A820	1
431213	A820	1
431215	A279	3
431240	A278	1
431240	A279	2
431240	B377	1
431290	B379	1
431330	A279	1
431340	A279	9
431340	A308	1
431340	B374	1
431340	B378	4
431340	B379	2
431340	B419	1
431340	B440	3
431340	B441	1
431340	B448	1
431340	B460	6
431340	B49	1
431350	A279	1
431350	A300	1
431350	A308	1
431350	B410	1
431350	B559	1
431365	A270	3
431365	A279	9
431365	B369	1
431370	A90	1
431390	A278	1
431390	A91	1
431395	A279	1
431405	A279	1
431407	A279	4
431410	A278	2
431410	A279	1
431410	A301	1
431410	A309	1
431410	A820	1
431410	A90	1
431410	B370	1
431410	B573	1
431415	A279	1
431440	A278	3
431440	A279	10
431440	B450	1
431440	B451	1
431440	B572	1
431440	B779	1
431470	B699	1
431490	A270	6
431490	A279	22
431490	A309	1
431490	A90	2
431490	A91	1
431490	B368	1
431490	B369	1
431490	B370	2
431490	B374	1
431490	B381	1
431490	B382	1
431490	B392	3
431490	B417	1
431490	B427	1
431490	B432	1
431490	B441	2
431490	B459	1
431490	B460	1
431490	B49	1
431490	B561	1
431490	B573	2
431490	B690	1
431490	B770	3
431490	B778	2
431490	B779	6
431490	B829	8
431490	B92	1
431505	B381	1
431514	A279	2
431550	A279	6
431560	A270	1
431560	A278	1
431560	A279	3
431560	B428	1
431560	B92	1
431570	A278	1
431570	A279	8
431575	B690	1
431580	A279	1
431590	B368	1
431590	B369	1
431600	A279	1
431600	A90	1
431620	B369	1
431620	B441	1
431640	B488	1
431640	B49	1
431645	B402	3
431645	B460	1
431680	A270	1
431680	A279	28
431680	B359	1
431680	B450	1
431680	B452	1
431680	B465	2
431680	B779	4
431680	B839	1
431690	A279	1
431690	A91	1
431690	B360	1
431690	B391	1
431690	B779	1
431710	A279	1
431710	B370	2
431720	A279	3
431720	A300	1
431720	A90	11
431720	B384	1
431730	A270	1
431730	A279	37
431740	B451	1
431740	B488	1
431740	B570	2
431750	A279	1
431750	A90	2
431750	B441	1
431760	A278	1
431830	B369	4
431830	B488	1
431840	B379	1
431840	B679	1
431840	B779	1
431843	B399	1
431844	A90	1
431848	A279	2
431849	A279	1
431850	B488	7
431870	A710	1
431870	A820	19
431870	A91	1
431870	B368	1
431870	B370	3
431870	B573	5
431880	A279	2
431890	A90	1
431890	A91	3
431900	A90	1
431915	B370	1
431940	B839	1
431950	A279	1
431950	B378	1
431950	B573	1
431960	A279	1
431970	A90	1
431990	B460	4
431990	B690	1
432000	A279	1
432000	B371	1
432000	B374	1
432000	B378	1
432000	B49	1
